invoice_date,supplier_avg_amount_90d,supplier_invoice_count_30d,duplicate_invoice_flag,split_invoice_flag,late_night_submission_flag,payment_term_days,is_fraud
20-03-2023,4462.621333,13,0,0,0,30,0
12-08-2023,3383.174,16,0,0,0,30,0
08-10-2023,5240.425714,11,0,0,0,60,0
11-03-2023,4464.426786,14,0,0,0,30,0
10-03-2023,5796.617931,14,0,0,0,30,1
10-02-2023,3782.815263,16,0,0,0,30,0
03-07-2023,24912.77026,12,0,0,0,30,0
04-02-2023,4263.868333,15,0,0,0,30,1
04-12-2023,4089.922333,10,0,0,0,30,0
28-09-2023,5447.175926,9,0,0,1,30,0
15-03-2023,5900.401923,12,0,0,0,30,0
22-05-2023,9570.3145,12,0,0,0,30,0
06-07-2023,1067.237647,6,0,0,1,60,0
24-10-2023,1564.113939,9,0,0,0,30,0
27-03-2023,5175.203939,8,0,0,1,30,0
22-11-2023,3055.441944,12,0,0,0,30,0
31-08-2023,3308.748974,13,0,0,0,60,0
06-12-2023,3872.297317,12,0,0,0,60,0
20-03-2023,3915.949706,12,0,1,0,30,1
30-12-2023,2558.3825,11,0,0,1,30,0
14-01-2023,5569.725714,7,0,0,0,60,0
08-02-2023,3453.912778,14,0,0,0,30,0
18-12-2023,10069.60436,14,0,0,0,30,0
31-01-2023,4247.821176,16,0,0,0,30,0
10-08-2023,5533.572045,11,0,0,1,30,0
08-01-2023,6982.796,5,0,0,0,30,0
30-11-2023,7609.780222,16,0,0,0,90,0
31-03-2023,4630.369744,20,0,0,1,30,0
16-08-2023,2774.993696,14,0,0,0,90,0
01-01-2023,11971.84,1,0,0,0,60,0
01-01-2023,2520.71,1,0,0,0,30,0
26-10-2023,6637.743939,11,0,0,0,60,0
28-01-2023,6763.25875,8,0,1,0,90,1
21-09-2023,3910.029615,10,0,0,0,30,0
17-03-2023,2598.383939,14,0,1,0,30,1
20-01-2023,8690.16,6,0,0,0,30,0
01-11-2023,15974.92861,10,0,0,0,90,0
04-09-2023,4731.726667,12,0,0,1,30,1
23-07-2023,8015.015652,15,0,0,0,30,0
28-06-2023,7295.847353,11,0,0,0,30,0
05-06-2023,4052.9535,9,0,0,0,30,0
27-01-2023,9399.5275,12,0,0,1,60,0
07-05-2023,3257.410213,20,0,0,0,60,0
18-06-2023,5122.528889,16,0,1,0,30,1
04-07-2023,8610.93,12,0,0,0,30,0
30-08-2023,5327.015429,12,0,1,0,30,1
16-02-2023,17367.89059,12,0,0,0,30,0
17-03-2023,20949.34806,12,0,0,0,30,0
09-09-2023,958.8758333,14,0,0,0,30,0
27-08-2023,2360.62913,16,0,0,0,30,0
17-04-2023,2064.027353,10,0,0,0,30,0
09-11-2023,4076.184375,18,0,0,0,30,0
19-01-2023,6120.511,10,0,0,0,60,0
02-02-2023,4093.918333,12,0,1,0,30,1
16-04-2023,11837.08389,13,0,0,1,90,0
05-06-2023,6859.166905,16,0,1,0,30,1
10-06-2023,2947.656,12,0,0,1,60,0
13-12-2023,3303.572889,13,0,0,0,30,0
20-12-2023,7320.673556,13,0,0,0,30,0
24-06-2023,3142.321,18,0,0,1,60,0
28-01-2023,4291.6875,4,0,0,0,30,0
28-08-2023,6581.199394,10,0,1,1,30,1
24-11-2023,9105.637805,12,0,0,1,60,0
05-08-2023,3252.497179,15,0,0,0,30,0
19-07-2023,16861.28784,13,0,0,0,30,0
27-06-2023,13611.11265,14,0,0,1,60,0
25-11-2023,1305.44,14,0,1,0,90,1
10-01-2023,1721.841667,6,0,0,0,60,0
14-05-2023,5294.628378,15,0,0,1,30,0
03-08-2023,4425.988333,20,0,0,0,30,0
03-03-2023,11415.705,14,0,0,0,60,0
13-02-2023,6466.971364,14,0,0,0,30,0
22-05-2023,27049.12351,12,0,0,0,30,0
04-07-2023,5616.887805,12,0,1,0,60,0
05-04-2023,2425.792778,13,0,0,1,60,0
16-10-2023,3875.242286,14,0,0,0,30,0
24-09-2023,6830.610238,16,0,0,0,30,1
14-08-2023,11022.44268,11,0,0,0,60,0
26-11-2023,7264.112558,13,0,1,0,60,1
13-10-2023,1809.465,19,0,0,0,30,0
26-03-2023,4185.96037,16,0,0,0,90,0
24-06-2023,2631.015,10,0,0,1,30,0
26-06-2023,9704.988462,8,0,0,0,30,0
05-03-2023,3145.033636,12,0,0,1,30,0
06-05-2023,4666.41439,15,0,0,1,30,0
05-02-2023,6772.229412,14,0,0,0,30,0
14-09-2023,9696.79825,14,0,0,0,30,0
11-10-2023,3791.987222,13,0,0,0,30,0
12-03-2023,4367.231852,11,0,0,0,30,1
12-06-2023,14445.65409,16,0,0,0,90,0
11-04-2023,2931.335313,12,0,0,0,60,0
25-12-2023,9575.061034,9,0,0,0,90,0
30-07-2023,2146.810213,16,0,0,1,30,0
16-02-2023,31288.05778,8,0,0,0,30,1
18-01-2023,1482.818333,6,0,0,1,30,0
25-12-2023,7179.111818,19,0,0,0,30,0
12-06-2023,3628.483043,16,0,0,0,30,0
13-04-2023,9424.119524,21,0,0,0,30,0
01-11-2023,1644.100217,17,0,0,1,60,0
23-07-2023,4040.334048,17,0,0,0,30,0
27-01-2023,8105.608571,14,0,0,0,60,0
03-08-2023,3380.704783,18,0,0,1,60,1
07-09-2023,3069.7725,9,0,0,0,30,0
31-10-2023,16215.54563,13,0,0,1,30,0
25-12-2023,5146.92875,4,0,1,0,60,1
18-03-2023,6224.772439,11,0,0,0,30,0
05-05-2023,14874.47737,15,0,1,1,30,1
09-11-2023,16954.824,9,0,0,0,30,0
19-07-2023,4381.962632,14,0,0,0,60,0
17-06-2023,10139.0227,10,0,1,1,60,1
11-04-2023,5472.800952,11,0,0,1,30,1
01-05-2023,2347.450882,12,0,1,0,60,1
02-11-2023,6651.838889,10,0,0,0,60,0
09-06-2023,1668.812143,14,0,0,0,60,0
24-09-2023,4984.063871,13,0,0,0,30,0
04-04-2023,14610.0964,12,0,0,0,30,0
23-03-2023,4311.320588,16,0,0,0,60,0
26-11-2023,4172.227778,12,0,0,0,30,0
14-02-2023,1972.65625,12,0,0,0,30,0
14-06-2023,5246.453556,13,0,0,0,60,0
12-04-2023,6924.348542,23,0,0,0,30,0
30-05-2023,4162.244444,17,0,1,0,30,1
30-11-2023,2379.617955,14,0,1,1,30,1
07-07-2023,3765.219412,12,0,0,0,60,0
19-05-2023,3730.107632,16,0,0,0,90,0
07-12-2023,14139.83969,14,0,0,1,30,0
31-03-2023,17307.22439,14,0,0,1,60,0
23-11-2023,8058.924706,12,0,1,0,90,1
06-10-2023,17783.00447,16,0,0,1,30,1
06-03-2023,5463.791429,15,0,1,1,30,1
14-11-2023,5579.239412,10,0,0,0,30,0
24-07-2023,6232.648837,14,0,0,1,60,0
27-09-2023,15803.5441,15,0,0,0,60,0
13-09-2023,4195.725758,11,0,0,1,60,0
05-03-2023,4361.751071,16,0,0,0,30,1
23-01-2023,2064.87,9,0,1,1,60,1
30-06-2023,3377.95325,16,0,0,0,30,0
28-10-2023,6311.241379,9,0,0,0,60,0
20-02-2023,5782.876,13,0,0,0,30,1
31-03-2023,4795.825128,19,0,0,0,60,0
21-02-2023,19042.90273,12,0,0,0,90,0
16-09-2023,5093.837241,9,0,0,1,30,0
23-06-2023,4004.890556,17,0,0,0,60,0
22-09-2023,1217.099459,8,0,1,0,90,1
16-08-2023,6488.718913,21,0,0,0,30,0
22-06-2023,11869.75529,18,0,0,0,30,0
19-02-2023,7071.408421,13,0,1,0,90,1
28-04-2023,6587.637778,6,0,0,0,30,0
27-05-2023,5767.215758,12,0,0,0,30,1
26-09-2023,5379.627317,12,0,1,1,90,1
24-11-2023,2912.563684,13,0,0,0,30,0
04-05-2023,3565.676944,16,0,0,0,60,0
28-10-2023,11268.44278,13,0,0,1,30,0
21-09-2023,1836.824186,18,0,0,0,60,0
17-02-2023,5037.42375,14,0,0,0,60,0
29-11-2023,4330.662609,9,0,0,1,30,1
12-08-2023,9563.551351,15,0,0,0,30,0
07-03-2023,6075.036667,9,0,0,0,30,0
13-08-2023,10863.1097,11,0,1,1,90,1
27-12-2023,10311.09837,15,0,0,0,30,0
28-01-2023,11544.765,8,0,0,1,30,0
01-10-2023,4182.650682,13,0,0,0,30,0
14-04-2023,7175.146061,15,0,0,0,30,0
21-06-2023,12086.99645,9,0,0,0,30,1
04-04-2023,4422.751923,10,0,0,0,30,0
09-01-2023,20288.4825,4,0,0,0,60,0
18-09-2023,2260.084894,20,0,0,0,30,0
16-06-2023,15106.27075,14,0,0,1,60,0
25-06-2023,5191.40878,11,0,0,1,30,0
11-03-2023,8822.000357,15,0,0,0,60,0
24-10-2023,4853.79359,9,0,0,0,30,0
16-10-2023,4652.237273,7,0,0,1,30,0
04-11-2023,2346.489677,14,0,0,1,30,0
28-10-2023,10953.76625,10,0,1,0,30,1
19-05-2023,8674.65,17,0,0,0,30,0
04-04-2023,2273.400588,9,0,0,1,30,0
03-09-2023,7092.638286,14,0,0,0,60,0
21-10-2023,11415.98129,13,0,0,0,30,0
29-06-2023,23958.22212,12,0,0,1,60,0
11-08-2023,5390.556111,11,0,0,0,30,0
03-09-2023,13863.49324,7,0,0,0,30,0
15-07-2023,6506.297931,15,0,0,0,60,0
27-09-2023,963.64525,14,0,0,0,60,0
17-08-2023,16882.45634,19,0,1,0,60,0
13-09-2023,3587.360571,13,0,0,0,60,0
15-09-2023,25236.53918,17,0,1,0,30,1
20-12-2023,3331.676389,17,0,1,1,30,1
04-10-2023,3667.891667,10,0,0,1,30,0
23-01-2023,9181.086364,11,0,0,0,60,0
17-03-2023,3834.178947,16,0,0,0,30,0
19-08-2023,9375.96439,16,0,0,0,30,0
23-01-2023,5371.285,10,0,0,0,60,0
16-10-2023,11113.54441,13,0,0,0,90,0
25-11-2023,11847.05452,9,0,0,0,60,0
30-01-2023,1353.227895,19,0,0,0,30,0
23-10-2023,7358.042593,12,0,1,0,60,1
15-03-2023,3911.257353,17,0,0,0,90,0
08-07-2023,21893.84186,14,0,0,0,30,0
28-12-2023,8828.539524,15,0,1,0,30,1
20-03-2023,3272.35069,6,0,0,0,60,0
21-11-2023,7239.329565,16,0,0,0,60,0
12-01-2023,3064.72,2,0,0,0,30,0
20-06-2023,7089.142,15,0,0,0,30,0
03-02-2023,7718.791111,7,0,0,0,60,0
11-03-2023,10002.30059,5,0,0,1,30,0
17-03-2023,4102.573784,15,0,0,0,30,0
19-04-2023,5736.85931,9,0,0,1,30,0
06-08-2023,10608.86955,19,0,0,1,30,0
27-11-2023,2932.954865,12,0,1,0,30,1
11-07-2023,8166.810233,15,0,0,0,30,0
30-04-2023,3492.003235,12,0,0,0,30,0
04-11-2023,10908.56821,10,0,0,0,30,0
25-09-2023,13971.69171,12,0,0,0,90,0
19-01-2023,5285.738,5,0,0,1,30,0
29-10-2023,4284.597,19,0,1,0,60,1
13-01-2023,5164.305,6,0,0,0,30,1
01-07-2023,4129.285405,20,0,0,0,60,0
20-07-2023,8834.604878,16,0,0,0,60,0
24-01-2023,5676.638571,7,0,0,1,30,0
25-03-2023,8065.19,14,0,0,0,30,0
06-12-2023,9249.588462,16,0,0,0,60,0
12-02-2023,17553.72455,15,0,0,0,30,0
22-05-2023,5181.106571,11,0,0,0,30,0
08-01-2023,10839.045,4,0,0,0,60,0
25-02-2023,3734.298235,13,0,0,1,30,0
10-10-2023,7848.936667,8,0,0,0,30,0
24-08-2023,2581.002308,11,0,0,0,30,0
05-07-2023,3342.7115,17,0,0,0,60,0
31-07-2023,6511.779189,16,0,1,0,30,1
31-10-2023,2972.660541,10,0,0,0,60,0
12-11-2023,7034.514737,19,0,0,0,60,0
03-02-2023,5978.0475,15,0,0,0,60,0
09-12-2023,6446.088056,12,0,0,0,60,1
04-10-2023,9455.960435,17,0,0,0,30,0
02-09-2023,3304.020303,11,0,1,0,30,1
24-12-2023,15414.58531,18,0,1,0,60,1
23-12-2023,12122.12184,11,0,1,1,60,1
11-02-2023,5542.258462,9,0,0,0,30,0
27-01-2023,7903.136364,11,0,0,1,90,0
20-09-2023,10714.51263,11,0,1,0,30,1
26-03-2023,9480.735111,16,0,0,0,30,0
10-04-2023,5939.262826,15,0,0,0,30,0
27-04-2023,9390.911212,11,0,0,1,60,0
30-03-2023,4948.939714,9,0,0,1,90,0
13-09-2023,3376.468824,8,0,0,0,30,0
15-12-2023,10340.70848,13,0,0,1,30,0
07-05-2023,3992.2732,10,0,0,0,60,0
09-01-2023,5193.8875,4,0,0,0,60,0
17-08-2023,10767.912,10,0,0,0,90,0
02-08-2023,6930.58875,11,0,1,0,30,1
21-06-2023,6211.505909,13,0,0,0,90,0
07-09-2023,3844.314898,15,0,0,0,30,0
04-03-2023,7394.084828,18,0,0,0,30,0
03-02-2023,11958.5919,18,0,0,0,90,0
01-10-2023,4293.854118,11,0,0,1,60,0
11-06-2023,10657.45217,11,0,0,0,30,0
04-03-2023,13315.2487,8,0,0,1,30,0
01-03-2023,5487.365769,13,0,0,1,90,0
04-01-2023,4524.05,1,0,0,0,90,0
25-05-2023,5237.564146,12,0,0,1,30,0
06-11-2023,5304.783889,11,0,0,0,90,0
29-09-2023,7051.551,14,0,1,1,30,1
22-02-2023,7990.081852,15,0,0,0,90,1
30-05-2023,1276.782647,15,0,0,0,30,0
18-03-2023,1628.058065,7,0,0,0,30,0
03-05-2023,12483.31895,11,0,0,0,30,0
01-11-2023,3427.042,13,0,0,0,60,0
07-06-2023,7856.879487,15,0,0,0,30,0
03-05-2023,3821.29619,17,0,0,0,90,0
28-06-2023,8775.307174,11,0,1,0,30,1
06-06-2023,3560.484375,12,0,0,1,60,0
30-05-2023,11874.31852,12,0,0,0,30,0
13-07-2023,3126.755385,13,0,0,0,30,0
03-01-2023,11691.42,1,0,0,0,90,0
13-08-2023,6790.42129,12,0,0,0,60,0
06-10-2023,6226.6575,15,0,0,0,90,0
25-04-2023,6188.125385,6,0,0,0,30,0
12-07-2023,7820.169302,13,0,1,1,30,1
08-03-2023,2963.1275,10,0,1,0,60,1
04-05-2023,4530.014643,8,0,0,0,60,0
08-03-2023,4835.892,11,0,0,0,30,0
29-05-2023,3432.569767,14,0,1,0,60,1
05-04-2023,1842.626667,14,0,0,0,30,0
22-02-2023,8637.644545,14,0,0,0,60,0
27-10-2023,6948.4,10,0,0,0,60,0
26-03-2023,5653.627447,16,0,0,0,30,0
20-04-2023,16383.49571,5,0,0,1,30,0
12-12-2023,4226.219268,10,0,0,1,90,0
15-10-2023,7924.70125,15,0,0,0,30,1
14-11-2023,5932.01525,12,0,0,0,30,0
14-10-2023,5833.45439,17,0,0,0,60,0
08-10-2023,8064.8328,7,0,0,1,30,0
05-01-2023,1619.81,1,0,0,0,30,0
30-09-2023,2618.560682,15,0,0,0,30,0
17-09-2023,5710.405,8,0,0,1,30,0
21-09-2023,12397.22205,13,0,0,0,60,0
18-01-2023,6366.5675,8,0,0,0,30,0
21-09-2023,2438.703548,7,0,0,1,30,1
05-01-2023,15408.12,1,0,0,0,60,0
06-06-2023,14751.6817,20,0,0,1,60,0
27-12-2023,14935.8665,15,0,0,0,30,0
15-10-2023,22068.00257,12,0,0,0,30,0
24-06-2023,13377.24146,17,0,1,0,30,1
23-01-2023,7413.557273,11,0,0,0,30,0
20-06-2023,11115.62412,12,0,0,1,30,0
11-12-2023,1861.602105,13,0,0,0,60,0
02-10-2023,5354.952941,9,0,0,0,30,0
26-09-2023,8470.087353,9,0,0,0,30,0
27-07-2023,6213.55975,12,0,0,1,30,0
24-09-2023,11421.8031,8,0,0,1,30,0
23-07-2023,4655.160714,20,0,0,1,30,0
17-06-2023,3967.962391,12,0,0,0,60,0
03-07-2023,16276.32214,19,0,0,1,30,0
19-05-2023,5805.118286,16,0,0,0,60,0
19-09-2023,4953.710962,15,0,0,0,30,0
16-04-2023,24231.7871,10,0,0,0,60,0
22-11-2023,6337.230256,18,0,0,1,30,0
05-04-2023,9028.5472,11,0,0,0,30,0
05-08-2023,7183.030732,14,0,1,1,30,1
16-03-2023,13485.36393,7,0,0,0,60,0
19-11-2023,5068.275882,13,0,0,0,30,0
28-02-2023,6306.109063,17,0,0,1,30,0
23-02-2023,3415.238929,17,0,0,0,60,0
23-03-2023,1997.181563,13,0,0,0,60,0
25-09-2023,4777.103261,11,0,0,0,90,0
24-01-2023,6303.401538,13,0,0,0,30,0
07-09-2023,7985.679778,12,0,0,0,30,1
17-02-2023,15045.99083,14,0,0,0,60,0
12-09-2023,10790.27422,9,0,1,0,30,1
17-12-2023,2167.505128,10,0,0,0,90,0
26-10-2023,7857.457872,19,0,0,0,30,0
29-06-2023,14395.90559,11,0,0,0,90,0
25-09-2023,10369.04628,15,0,0,0,60,0
09-07-2023,12337.01537,12,0,0,1,30,0
11-05-2023,14532.27093,17,0,0,0,30,1
01-02-2023,3083.621875,15,0,0,0,30,0
15-02-2023,17868.29933,10,0,0,1,30,0
29-06-2023,5639.190263,12,0,0,1,30,0
17-04-2023,10415.23553,19,0,0,1,30,0
02-07-2023,3335.05475,14,0,0,1,30,0
24-05-2023,5189.902286,17,0,0,0,60,0
20-05-2023,5217.620857,13,0,0,0,30,1
15-03-2023,3804.790357,18,0,0,0,60,0
17-01-2023,5701.846667,6,0,0,1,30,0
07-03-2023,8027.99963,10,0,0,1,30,0
06-05-2023,25328.41128,17,0,0,0,30,0
07-07-2023,5652.219688,8,0,0,0,30,0
03-01-2023,9483.725,2,0,0,0,30,0
07-08-2023,17981.20732,15,0,0,0,90,0
29-09-2023,6606.855714,8,0,0,1,90,0
06-07-2023,3753.215417,16,0,0,0,30,0
10-03-2023,2805.625833,16,0,0,0,30,0
23-10-2023,24930.46278,11,0,1,0,30,1
05-04-2023,8801.886304,18,0,0,0,30,0
19-03-2023,2914.13075,13,0,0,1,60,0
28-04-2023,1464.700857,7,0,0,1,60,0
31-01-2023,5752.533571,12,0,0,0,30,0
27-02-2023,16774.43077,11,0,0,0,30,1
17-03-2023,14687.55774,14,0,0,0,30,0
10-06-2023,5098.53125,13,0,0,0,30,1
05-09-2023,4184.084483,10,0,0,0,60,0
23-07-2023,11520.21969,12,0,0,0,60,0
27-12-2023,9285.786667,12,0,0,0,60,0
16-11-2023,20486.14667,15,0,0,0,60,0
01-09-2023,10995.93588,17,0,0,0,30,0
10-12-2023,3913.557885,10,0,0,1,60,0
01-02-2023,2138.351111,16,0,0,1,30,0
25-08-2023,3009.01907,19,0,0,0,30,0
23-08-2023,3133.47381,11,0,0,0,30,0
26-07-2023,9270.718387,11,0,0,0,60,0
08-01-2023,8161.702,5,0,0,0,30,0
29-05-2023,6539.190698,15,0,1,0,30,1
30-10-2023,2603.955,13,0,1,0,30,1
09-10-2023,21503.82667,22,0,0,0,30,0
27-08-2023,5265.770571,11,0,0,0,30,0
15-10-2023,2823.832973,8,0,1,1,30,1
14-10-2023,8995.064524,8,0,0,1,60,0
24-05-2023,7640.983333,11,0,0,1,30,0
06-07-2023,7850.928438,14,0,0,1,30,0
21-09-2023,2728.996765,11,0,0,1,30,1
07-10-2023,2285.251316,14,0,0,0,60,0
26-04-2023,8031.017429,10,0,0,0,60,0
24-07-2023,9705.833429,14,0,0,1,60,0
30-01-2023,6616.131667,12,0,0,0,60,0
22-11-2023,3743.55525,15,0,0,0,60,0
30-08-2023,1556.383636,15,0,0,0,30,0
20-12-2023,2059.062059,12,0,0,0,60,0
11-07-2023,8108.111176,9,0,0,0,90,0
27-05-2023,12582.45333,8,0,0,0,60,0
29-11-2023,2911.50875,9,0,0,0,30,0
25-09-2023,3663.316571,14,0,0,0,30,0
08-02-2023,2553.171053,15,0,0,0,90,0
27-12-2023,3024.676333,12,0,0,0,30,0
05-11-2023,1147.938182,7,0,0,0,30,0
09-11-2023,5601.58825,17,0,0,0,30,1
05-11-2023,8599.390476,16,0,0,0,30,0
20-12-2023,7899.238,12,0,0,1,30,0
11-07-2023,11830.09091,16,0,0,1,30,0
21-07-2023,2827.954048,14,0,0,0,30,0
31-10-2023,7160.92119,14,0,0,0,90,0
18-08-2023,8631.295429,12,0,0,0,30,1
29-03-2023,1144.017561,14,0,0,1,30,0
30-07-2023,8981.139091,11,0,0,0,60,0
24-11-2023,11936.13455,7,0,1,0,30,1
07-01-2023,12510.66,1,0,0,0,30,0
15-11-2023,4662.590286,10,0,0,0,60,0
10-09-2023,4284.910571,10,0,0,1,30,0
22-04-2023,1564.125556,14,0,0,0,30,0
06-07-2023,5754.496136,19,0,0,0,60,0
11-07-2023,3791.761026,14,0,1,0,30,1
09-02-2023,5309.516154,11,0,0,0,30,0
26-10-2023,4893.622353,17,0,0,0,30,0
11-02-2023,7836.206667,17,0,0,0,30,0
06-04-2023,5385.31,11,0,0,0,60,0
19-07-2023,4409.248235,15,0,0,0,60,0
04-07-2023,4222.498478,12,0,0,0,30,0
13-10-2023,23684.09806,10,0,0,0,90,0
01-05-2023,5124.79973,8,0,1,0,30,1
18-02-2023,7258.296667,5,0,0,1,60,0
28-03-2023,4475.304,11,0,0,1,30,0
26-07-2023,5094.457308,13,0,0,0,60,0
05-12-2023,4842.924286,11,0,0,0,30,0
05-06-2023,3448.895,15,0,0,1,90,0
07-10-2023,3141.823714,9,0,0,0,30,0
03-05-2023,4154.474762,11,0,0,0,30,0
15-05-2023,2156.149697,13,0,0,1,30,0
08-03-2023,3429.742381,11,0,0,1,30,1
15-10-2023,13757.52824,14,0,0,0,30,0
22-07-2023,1676.550263,10,0,0,0,60,0
01-09-2023,6680.536585,16,0,0,0,90,0
23-05-2023,8450.570833,9,0,0,0,30,0
21-04-2023,1504.189756,10,0,0,0,60,0
23-07-2023,5033.13,15,0,0,0,30,0
11-09-2023,4893.52122,9,0,0,0,30,0
02-03-2023,6056.379231,14,0,0,0,60,0
25-06-2023,3316.0275,7,0,0,1,30,1
26-05-2023,1461.717105,12,0,0,0,30,0
31-07-2023,9495.556452,8,0,0,0,30,0
22-02-2023,6410.8396,16,0,0,1,30,0
24-04-2023,15816.33229,17,0,0,0,30,0
30-01-2023,17731.00857,14,0,0,0,60,1
31-01-2023,2247.445714,14,0,0,0,60,1
07-09-2023,2178.542564,15,0,1,1,30,1
21-06-2023,12511.42318,17,0,0,1,30,0
23-12-2023,7211.152,11,0,0,0,30,1
11-06-2023,4370.015,13,0,0,1,30,0
10-12-2023,1902.546731,16,0,0,1,30,0
22-12-2023,5599.547838,12,0,0,0,60,0
11-07-2023,3743.632414,6,0,0,1,60,0
23-12-2023,3411.749714,15,0,0,1,30,0
09-10-2023,13562.66231,7,0,0,0,60,0
23-07-2023,8143.457805,13,0,0,1,30,0
12-05-2023,3153.787955,15,0,0,0,60,0
30-08-2023,2424.076923,12,0,0,0,30,0
18-08-2023,13307.64059,25,0,0,0,30,0
25-08-2023,3621.635405,10,0,1,0,30,1
16-02-2023,9937.866897,18,0,0,1,60,0
16-04-2023,9139.737826,15,0,0,0,30,0
16-06-2023,6535.2516,9,0,0,0,90,0
04-02-2023,5795.768667,13,0,0,1,90,0
15-01-2023,3653.42125,8,0,1,0,30,1
18-02-2023,4623.843846,12,0,0,0,90,0
21-11-2023,3364.262188,11,0,0,1,90,0
23-04-2023,1199.09875,16,0,0,1,30,0
31-08-2023,4996.289,14,0,0,0,30,0
30-12-2023,3685.504211,15,0,1,0,60,1
22-12-2023,10572.01125,10,0,0,0,60,1
04-10-2023,11948.85406,13,0,1,0,30,1
01-02-2023,11129.67765,15,0,1,0,60,1
18-11-2023,6967.297955,17,0,0,0,30,0
01-12-2023,19072.63344,9,0,1,1,30,1
27-07-2023,5782.8,11,0,0,0,60,0
05-05-2023,3242.49025,6,0,0,0,30,0
19-05-2023,2727.438919,12,0,0,1,30,0
27-12-2023,4554.264,12,0,1,0,30,1
24-01-2023,7008.29125,8,0,0,0,30,0
22-09-2023,5022.283077,12,0,0,1,30,0
14-05-2023,2939.898056,12,0,0,0,60,0
19-08-2023,15123.45735,11,0,0,0,60,0
01-01-2023,2350.79,1,0,0,0,30,0
08-07-2023,3771.135714,9,0,0,1,90,0
17-07-2023,25852.21225,14,0,0,1,90,1
27-12-2023,11028.18147,9,0,0,0,60,0
25-11-2023,13693.61085,18,0,0,0,30,0
04-04-2023,13971.17421,15,0,1,1,60,1
07-08-2023,4858.541944,16,0,0,0,60,0
12-03-2023,6066.190571,18,0,0,0,30,0
02-12-2023,5562.461515,12,0,1,0,30,1
22-03-2023,7532.187742,8,0,0,0,60,0
26-08-2023,19769.31275,12,0,1,0,30,1
02-01-2023,1396.15,1,0,0,0,30,0
31-07-2023,5666.237391,15,0,0,0,30,0
26-02-2023,15610.79389,9,0,0,0,30,1
12-09-2023,3253.889231,7,0,0,1,90,0
29-12-2023,12974.46806,14,0,0,1,60,0
20-09-2023,30148.63929,10,0,0,1,60,0
01-03-2023,6978.452813,18,0,0,1,90,0
16-05-2023,3447.127879,12,0,0,0,30,0
23-08-2023,15176.67618,13,0,0,0,60,0
15-09-2023,4507.948478,17,0,0,0,30,0
17-12-2023,5334.175429,9,0,0,1,30,0
30-12-2023,3168.621,8,0,0,0,30,0
23-08-2023,6469.14125,17,0,1,0,60,1
09-06-2023,11939.90895,15,0,0,1,60,0
28-02-2023,7439.764839,19,0,1,0,60,1
27-11-2023,15657.45029,11,0,0,0,30,0
21-07-2023,8430.646154,8,0,0,0,30,0
21-11-2023,1552.144706,14,0,0,0,30,0
25-01-2023,3952.41,12,0,0,1,30,0
21-01-2023,6862.905,8,0,0,0,30,0
22-11-2023,11839.38386,18,0,0,1,60,0
29-10-2023,4307.747674,15,0,0,1,30,0
23-09-2023,3640.154211,14,0,0,0,60,0
07-11-2023,6864.36875,7,0,0,0,60,0
27-06-2023,15861.74077,9,0,0,1,90,0
17-08-2023,39212.42156,11,0,0,0,60,0
02-01-2023,1855.405,2,0,0,0,30,0
10-12-2023,11679.26061,10,0,1,0,30,1
15-09-2023,9038.512424,11,0,0,0,90,0
22-03-2023,6612.790313,9,0,0,0,30,0
05-05-2023,17458.32,14,0,0,0,30,0
18-01-2023,3070.388571,7,0,0,1,60,0
22-07-2023,5259.417059,18,0,0,0,60,0
04-07-2023,4395.372571,7,0,0,0,60,0
20-01-2023,9482.9775,8,0,0,1,60,0
12-09-2023,8734.275263,18,0,1,0,60,1
27-09-2023,9000.31,9,0,0,0,90,1
09-03-2023,2747.603478,9,0,0,0,60,0
10-03-2023,7534.41,13,0,0,1,90,0
03-11-2023,5745.146944,18,0,0,1,30,0
25-06-2023,7007.146471,16,0,0,1,90,0
26-06-2023,8780.595526,11,0,0,0,90,0
06-12-2023,3781.286905,17,0,0,0,30,0
05-11-2023,2545.31975,11,0,0,0,90,0
25-01-2023,3227.478182,11,0,1,0,90,1
29-10-2023,6831.335581,14,0,0,0,90,0
23-03-2023,2831.081935,15,0,0,0,30,0
12-06-2023,3960.241613,12,0,0,0,30,0
09-03-2023,1730.408966,18,0,0,1,30,0
21-10-2023,10559.88047,17,0,0,0,30,0
02-07-2023,7111.274103,15,0,0,0,30,0
03-02-2023,5543.247059,16,0,0,0,60,0
28-01-2023,10848.382,10,0,1,0,30,1
03-10-2023,4336.8554,15,0,0,1,30,0
23-08-2023,9321.785161,10,0,0,0,30,0
06-06-2023,4451.553158,22,0,0,0,30,0
17-07-2023,4408.057857,13,0,1,1,90,1
07-10-2023,5889.378974,13,0,0,0,30,0
03-02-2023,21066.79,12,0,1,0,60,1
24-11-2023,5742.88125,8,0,0,0,60,0
09-11-2023,5832.945806,9,0,0,0,90,1
04-03-2023,3203.263571,12,0,0,0,30,0
12-05-2023,2780.811,13,0,0,0,90,0
12-11-2023,1315.111842,13,0,0,0,30,0
11-08-2023,11921.13463,13,0,0,0,30,0
06-04-2023,1446.7595,16,0,1,1,30,1
24-06-2023,20387.11724,10,0,1,0,60,1
13-04-2023,3400.473056,12,0,0,0,90,0
29-01-2023,9811.046923,13,0,0,0,30,0
